[       201     203     273     267     ]
[       267     273     323     312     ]
[       312     323     353     348     ]
[       348     353     358     354     ]
[       203     204     275     273     ]
[       273     275     327     323     ]
[       323     327     356     353     ]
[       353     356     359     358     ]
[       359     357     350     355     ]
[       355     350     315     326     ]
[       326     315     268     274     ]
[       274     268     181     183     ]
[       357     349     336     350     ]
[       350     336     302     315     ]
[       315     302     264     268     ]
[       268     264     179     181     ]
[       349     335     329     336     ]
[       336     329     295     302     ]
[       302     295     260     264     ]
[       264     260     177     179     ]
[       335     331     318     329     ]
[       329     318     289     295     ]
[       295     289     256     260     ]
[       260     256     175     177     ]
[       183     181     97      91      ]
[       91      97      50      39      ]
[       39      50      15      10      ]
[       10      15      6       0       ]
[       181     179     101     97      ]
[       97      101     63      50      ]
[       50      63      21      15      ]
[       15      21      17      6       ]
[       179     177     105     101     ]
[       101     105     70      63      ]
[       63      70      36      21      ]
[       21      36      26      17      ]
[       177     175     107     105     ]
[       105     107     74      70      ]
[       70      74      45      36      ]
[       36      45      33      26      ]
[       0       6       16      11      ]
[       11      16      51      40      ]
[       40      51      98      92      ]
[       92      98      202     204     ]
[       6       17      22      16      ]
[       16      22      64      51      ]
[       51      64      102     98      ]
[       98      102     200     202     ]
[       17      26      37      22      ]
[       22      37      71      64      ]
[       64      71      106     102     ]
[       102     106     198     200     ]
[       26      33      47      37      ]
[       37      47      76      71      ]
[       71      76      109     106     ]
[       106     109     196     198     ]
[       204     202     269     275     ]
[       275     269     316     327     ]
[       327     316     351     356     ]
[       356     351     357     359     ]
[       202     200     265     269     ]
[       269     265     303     316     ]
[       316     303     337     351     ]
[       351     337     349     357     ]
[       200     198     261     265     ]
[       265     261     296     303     ]
[       303     296     330     337     ]
[       337     330     335     349     ]
[       198     196     258     261     ]
[       261     258     291     296     ]
[       296     291     320     330     ]
[       330     320     331     335     ]
[       23      424     425     24      ]
[       24      425     427     29      ]
[       29      427     429     31      ]
[       31      429     431     34      ]
[       424     440     441     425     ]
[       425     441     443     427     ]
[       427     443     448     429     ]
[       429     448     450     431     ]
[       440     451     455     441     ]
[       441     455     465     443     ]
[       443     465     471     448     ]
[       448     471     475     450     ]
[       451     457     463     455     ]
[       455     463     469     465     ]
[       465     469     477     471     ]
[       471     477     479     475     ]
[       34      431     430     32      ]
[       32      430     428     30      ]
[       30      428     426     25      ]
[       25      426     424     23      ]
[       431     450     449     430     ]
[       430     449     444     428     ]
[       428     444     442     426     ]
[       426     442     440     424     ]
[       450     475     472     449     ]
[       449     472     466     444     ]
[       444     466     456     442     ]
[       442     456     451     440     ]
[       475     479     478     472     ]
[       472     478     470     466     ]
[       466     470     464     456     ]
[       456     464     457     451     ]
[       457     454     460     463     ]
[       463     460     467     469     ]
[       469     467     473     477     ]
[       477     473     476     479     ]
[       454     445     446     460     ]
[       460     446     452     467     ]
[       467     452     458     473     ]
[       473     458     462     476     ]
[       445     432     433     446     ]
[       446     433     435     452     ]
[       452     435     437     458     ]
[       458     437     439     462     ]
[       432     0       1       433     ]
[       433     1       4       435     ]
[       435     4       7       437     ]
[       437     7       9       439     ]
[       479     476     474     478     ]
[       478     474     468     470     ]
[       470     468     461     464     ]
[       464     461     454     457     ]
[       476     462     459     474     ]
[       474     459     453     468     ]
[       468     453     447     461     ]
[       461     447     445     454     ]
[       462     439     438     459     ]
[       459     438     436     453     ]
[       453     436     434     447     ]
[       447     434     432     445     ]
[       439     9       8       438     ]
[       438     8       5       436     ]
[       436     5       2       434     ]
[       434     2       0       432     ]
[       340     360     361     342     ]
[       342     361     363     343     ]
[       343     363     365     341     ]
[       341     365     368     339     ]
[       360     367     369     361     ]
[       361     369     372     363     ]
[       363     372     376     365     ]
[       365     376     380     368     ]
[       367     371     374     369     ]
[       369     374     378     372     ]
[       372     378     386     376     ]
[       376     386     392     380     ]
[       371     381     383     374     ]
[       374     383     400     378     ]
[       378     400     412     386     ]
[       386     412     416     392     ]
[       339     368     366     344     ]
[       344     366     364     346     ]
[       346     364     362     345     ]
[       345     362     360     340     ]
[       368     380     377     366     ]
[       366     377     373     364     ]
[       364     373     370     362     ]
[       362     370     367     360     ]
[       380     392     387     377     ]
[       377     387     379     373     ]
[       373     379     375     370     ]
[       370     375     371     367     ]
[       392     416     413     387     ]
[       387     413     402     379     ]
[       379     402     384     375     ]
[       375     384     381     371     ]
[       381     382     393     383     ]
[       383     393     403     400     ]
[       400     403     417     412     ]
[       412     417     422     416     ]
[       382     388     395     393     ]
[       393     395     407     403     ]
[       403     407     419     417     ]
[       417     419     423     422     ]
[       388     389     397     395     ]
[       395     397     405     407     ]
[       407     405     414     419     ]
[       419     414     421     423     ]
[       389     385     390     397     ]
[       397     390     399     405     ]
[       405     399     409     414     ]
[       414     409     411     421     ]
[       416     422     418     413     ]
[       413     418     404     402     ]
[       402     404     394     384     ]
[       384     394     382     381     ]
[       422     423     420     418     ]
[       418     420     408     404     ]
[       404     408     396     394     ]
[       394     396     388     382     ]
[       423     421     415     420     ]
[       420     415     406     408     ]
[       408     406     398     396     ]
[       396     398     389     388     ]
[       421     411     410     415     ]
[       415     410     401     406     ]
[       406     401     391     398     ]
[       398     391     385     389     ]
[       162     238     231             ]
[       162     231     227             ]
[       162     227     211             ]
[       162     211     166             ]
[       238     237     229     231     ]
[       231     229     225     227     ]
[       227     225     209     211     ]
[       211     209     165     166     ]
[       237     223     219     229     ]
[       229     219     213     225     ]
[       225     213     205     209     ]
[       209     205     163     165     ]
[       223     224     221     219     ]
[       219     221     215     213     ]
[       213     215     207     205     ]
[       205     207     164     163     ]
[       162     166     154             ]
[       162     154     138             ]
[       162     138     134             ]
[       162     134     128             ]
[       166     165     156     154     ]
[       154     156     140     138     ]
[       138     140     136     134     ]
[       134     136     129     128     ]
[       165     163     160     156     ]
[       156     160     152     140     ]
[       140     152     146     136     ]
[       136     146     143     129     ]
[       163     164     158     160     ]
[       160     158     150     152     ]
[       152     150     144     146     ]
[       146     144     142     143     ]
[       162     128     135             ]
[       162     135     139             ]
[       162     139     155             ]
[       162     155     187             ]
[       128     129     137     135     ]
[       135     137     141     139     ]
[       139     141     157     155     ]
[       155     157     186     187     ]
[       129     143     147     137     ]
[       137     147     153     141     ]
[       141     153     161     157     ]
[       157     161     184     186     ]
[       143     142     145     147     ]
[       147     145     151     153     ]
[       153     151     159     161     ]
[       161     159     185     184     ]
[       162     187     212             ]
[       162     212     228             ]
[       162     228     232             ]
[       162     232     238             ]
[       187     186     210     212     ]
[       212     210     226     228     ]
[       228     226     230     232     ]
[       232     230     237     238     ]
[       186     184     206     210     ]
[       210     206     214     226     ]
[       226     214     220     230     ]
[       230     220     223     237     ]
[       184     185     208     206     ]
[       206     208     216     214     ]
[       214     216     222     220     ]
[       220     222     224     223     ]
[       224     243     239     221     ]
[       221     239     235     215     ]
[       215     235     217     207     ]
[       207     217     167     164     ]
[       243     278     270     239     ]
[       239     270     254     235     ]
[       235     254     233     217     ]
[       217     233     168     167     ]
[       278     297     293     270     ]
[       270     293     276     254     ]
[       254     276     241     233     ]
[       233     241     169     168     ]
[       297     310     300     293     ]
[       293     300     279     276     ]
[       276     279     244     241     ]
[       241     244     170     169     ]
[       164     167     148     158     ]
[       158     148     130     150     ]
[       150     130     126     144     ]
[       144     126     123     142     ]
[       167     168     132     148     ]
[       148     132     111     130     ]
[       130     111     95      126     ]
[       126     95      88      123     ]
[       168     169     124     132     ]
[       132     124     89      111     ]
[       111     89      72      95      ]
[       95      72      69      88      ]
[       169     170     121     124     ]
[       124     121     86      89      ]
[       89      86      65      72      ]
[       72      65      56      69      ]
[       142     123     127     145     ]
[       145     127     131     151     ]
[       151     131     149     159     ]
[       159     149     188     185     ]
[       123     88      96      127     ]
[       127     96      112     131     ]
[       131     112     133     149     ]
[       149     133     189     188     ]
[       88      69      73      96      ]
[       96      73      90      112     ]
[       112     90      125     133     ]
[       133     125     190     189     ]
[       69      56      66      73      ]
[       73      66      87      90      ]
[       90      87      122     125     ]
[       125     122     191     190     ]
[       185     188     218     208     ]
[       208     218     236     216     ]
[       216     236     240     222     ]
[       222     240     243     224     ]
[       188     189     234     218     ]
[       218     234     255     236     ]
[       236     255     271     240     ]
[       240     271     278     243     ]
[       189     190     242     234     ]
[       234     242     277     255     ]
[       255     277     294     271     ]
[       271     294     297     278     ]
[       190     191     245     242     ]
[       242     245     280     277     ]
[       277     280     301     294     ]
[       294     301     310     297     ]
